,op_id,op_type,suc,cpu_b,cpu_s,gpu,data_size,"('cpu_b', 'cpu_b')","('cpu_b', 'cpu_s')","('cpu_b', 'gpu')","('cpu_s', 'cpu_b')","('cpu_s', 'cpu_s')","('cpu_s', 'gpu')","('gpu', 'cpu_b')","('gpu', 'cpu_s')","('gpu', 'gpu')"
244,244,244,[245],1917.892,5083.581999999999,2731.1249599999996,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
245,245,245,[246],1794.5159999999998,4844.7880000000005,1982.2712999999999,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
246,246,246,[247],2523.564,6777.054,2797.01716,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
247,247,247,[248],143.626,237.00199999999998,133.74776,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
248,248,248,[249],5631.592000000001,14366.323,7156.785519999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
249,249,249,[250],649.964,795.881,557.3221,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
250,250,250,"[251, 252, 257]",358.129,493.50399999999996,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
251,251,251,[255],2858.442,7151.849,4151.60414,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
252,252,252,[253],1911.142,5114.624,2829.2866,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
253,253,253,[254],1775.557,4883.414,1987.32636,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
254,254,254,[255],2556.564,6746.928,2773.64446,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
255,255,255,[256],135.21,284.752,130.36442,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
256,256,256,[257],5572.05,14352.155,7158.079699999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
257,257,257,[258],687.756,830.548,546.35198,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
258,258,258,"[259, 260, 265]",320.502,492.5450000000001,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
259,259,259,[263],2844.65,7237.6,4087.46112,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
260,260,260,[261],1873.35,5075.582,2826.08574,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
261,261,261,[262],1787.183,4860.206,2004.2806399999997,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
262,262,262,[263],2516.6059999999998,6718.97,2821.42654,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
263,263,263,[264],136.00099999999998,283.585,188.32904000000002,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
264,264,264,[265],5605.258,14252.571,7232.36948,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
265,265,265,[266],635.423,737.298,568.193,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
266,266,266,"[267, 268, 273]",334.837,564.796,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
267,267,267,[271],2839.775,7204.766,4000.14374,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
268,268,268,[269],1891.308,5085.082,2732.4541400000003,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
269,269,269,[270],1828.891,4836.455,1964.3736400000003,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
270,270,270,[271],2523.0640000000003,6754.762,2743.3184,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
271,271,271,[272],133.293,229.335,187.04737999999998,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
272,272,272,[273],5705.384,14241.405,7235.8303399999995,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
273,273,273,[274],770.3820000000001,946.299,570.1847,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
274,274,274,"[275, 276, 281]",283.83599999999996,491.5880000000001,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
275,275,275,[279],2866.192,7187.724,4006.1646199999996,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
276,276,276,[277],1870.8500000000001,5177.749,2732.30498,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
277,277,277,[278],1811.1,4785.996,2066.6653199999996,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
278,278,278,[279],2535.314,6895.68,2729.15662,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
279,279,279,[280],154.16799999999998,335.003,184.73402000000002,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
280,280,280,[281],5618.591,14302.28,7159.8039,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
281,281,281,[282],733.2149999999999,829.674,559.4487599999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
282,282,282,"[283, 284, 285, 286]",325.045,629.213,0.0,"[1257728.0, 1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526, 331.85435356200526]"
283,283,283,[287],3740.783,9642.243,5594.20184,[295936.0],[0],[115.99273619180643],[129.75892069238517],[70.77479580020386],[125.11033846726824],[212.47763108123286],[70.1455473414535],[124.48109000851788],[78.08337730870713]
284,284,284,[288],3631.949,9570.451000000001,5441.31474,[295936.0],[0],[115.99273619180643],[129.75892069238517],[70.77479580020386],[125.11033846726824],[212.47763108123286],[70.1455473414535],[124.48109000851788],[78.08337730870713]
285,285,285,[289],3710.574,9614.076,5569.09998,[295936.0],[0],[115.99273619180643],[129.75892069238517],[70.77479580020386],[125.11033846726824],[212.47763108123286],[70.1455473414535],[124.48109000851788],[78.08337730870713]
286,286,286,[291],305.83599999999996,2006.183,380.51146,[278528.0],[0],[109.16963406287664],[122.12604300459779],[66.61157251783894],[117.75090679272304],[199.97894689998384],[66.01933867430918],[117.15867294919329],[73.49023746701847]
287,287,287,[291],2697.774,6434.968,4494.87364,[98304.0],[0],[38.53045908101528],[43.1033092957404],[23.509966771001977],[0],[70.58080478822959],[23.300943061520883],[41.35011986442116],[0]
288,288,288,[291],2066.1009999999997,4764.120999999999,4205.05374,[73728.0],[0],[28.897844310761464],[32.3274819718053],[17.63247507825148],[0],[52.935603591172196],[17.475707296140662],[31.012589898315873],[0]
289,289,289,[290],4659.25,12587.309,6105.422700000001,[332928.0],[0],[130.49182821578222],[145.97878577893331],[79.62164527522935],[140.74913077567678],[239.03733496638696],[78.91374075913518],[140.04122625958263],[87.84379947229552]
290,290,290,[291],2551.1890000000003,6064.048,4754.30494,[81920.0],[0],[32.10871590084607],[35.919424413117],[19.59163897583498],[0],[58.817337323524654],[19.417452551267402],[34.45843322035097],[0]
291,291,291,"[292, 293, 298]",178.71,345.79400000000004,197.79746,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
292,292,292,[296],1245.1779999999999,3135.6499999999996,1454.40862,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
293,293,293,[294],1269.636,2997.899,1452.82946,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
294,294,294,[295],542.9630000000001,1247.427,632.66854,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
295,295,295,[296],668.6310000000001,1491.47,501.54411999999996,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
296,296,296,[297],56.833000000000006,133.001,44.19868,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
297,297,297,[298],2812.066,7031.473,2791.04378,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
298,298,298,[299],152.08499999999998,432.128,261.85298,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
299,299,299,"[300, 301, 306]",71.834,231.46,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
300,300,300,[304],1247.0529999999999,3034.8990000000003,1605.12238,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
301,301,301,[302],1255.595,3073.775,1473.84628,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
302,302,302,[303],494.67100000000005,1178.093,634.66772,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
303,303,303,[304],634.5889999999999,1485.387,499.13075999999995,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
304,304,304,[305],49.168,224.75199999999998,46.672880000000006,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
305,305,305,[306],2854.775,6775.345,2784.3895600000005,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
306,306,306,[307],140.876,426.087,261.0288,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
307,307,307,"[308, 309, 314]",73.08399999999999,235.252,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
308,308,308,[312],1352.387,3020.649,1610.97158,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
309,309,309,[310],1283.9279999999999,3076.6499999999996,1545.6377,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
310,310,310,[311],503.504,1167.4669999999999,673.2572000000001,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
311,311,311,[312],619.963,1541.012,511.65672,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
312,312,312,[313],59.125,159.001,46.09288,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
313,313,313,[314],2877.15,6896.304,2788.8046,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
314,314,314,[315],155.668,472.253,261.98965999999996,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
315,315,315,"[316, 317, 322]",72.667,233.336,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
316,316,316,[320],1253.678,3002.566,1496.5998,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
317,317,317,[318],1284.72,3015.358,1477.73298,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
318,318,318,[319],481.255,1293.6770000000001,601.4874399999999,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
319,319,319,[320],638.506,1429.97,515.03674,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
320,320,320,[321],58.668,156.501,45.61538,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
321,321,321,[322],2938.192,7059.889,2785.20124,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
322,322,322,[323],151.71,424.295,266.04552,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
323,323,323,"[324, 325, 330]",73.334,290.46,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
324,324,324,[328],1281.9699999999998,3019.857,1497.2864799999998,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
325,325,325,[326],1288.178,2987.024,1614.95578,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
326,326,326,[327],543.213,1246.7179999999998,617.39424,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
327,327,327,[328],619.255,1489.6779999999999,486.57316,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
328,328,328,[329],60.208,129.251,46.70788,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
329,329,329,[330],2857.942,7029.5560000000005,2788.10542,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
330,330,330,[331],168.376,358.91999999999996,264.53634,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
331,331,331,"[332, 333, 338]",73.209,308.961,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
332,332,332,[336],1275.0529999999999,3107.525,1535.4118,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
333,333,333,[334],1270.011,3006.898,1466.10954,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
334,334,334,[335],495.25399999999996,1238.926,519.65178,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
335,335,335,[336],618.8810000000001,1510.345,488.73902,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
336,336,336,[337],100.29299999999999,132.62699999999998,47.44454,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
337,337,337,[338],2871.733,7009.264,2786.10042,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
338,338,338,[339],145.21,356.961,263.63132,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
339,339,339,"[340, 341, 346]",74.584,297.377,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
340,340,340,[344],1334.261,3025.358,1534.3284600000002,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
341,341,341,[342],1256.47,3004.899,1466.8329,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
342,342,342,[343],490.37899999999996,1175.301,505.9375,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
343,343,343,[344],609.589,1608.346,512.65672,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
344,344,344,[345],50.751000000000005,128.917,98.21248,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
345,345,345,[346],2888.5260000000003,6835.138,2790.43044,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
346,346,346,[347],148.20999999999998,398.795,260.09132,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
347,347,347,"[348, 349, 354]",67.167,291.37800000000004,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
348,348,348,[352],1282.4279999999999,2950.7309999999998,1456.94866,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
349,349,349,[350],1347.595,3075.067,1463.96788,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
350,350,350,[351],497.213,1184.926,505.475,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
351,351,351,[352],613.2139999999999,1543.512,540.90694,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
352,352,352,[353],50.834,129.54199999999997,44.8987,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
353,353,353,[354],2972.193,7037.723,2790.57878,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
354,354,354,[355],157.626,356.878,266.92052,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
